id,name,height_dm,weight_hg,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,abilities,generation,is_legendary,is_mythical,color,shape,capture_rate
434,stunky,4,192,66.0,poison,dark,63,63,47,41,41,74,"stench, aftermath, keen-eye",generation-iv,False,False,purple,quadruped,225
435,skuntank,10,380,168.0,poison,dark,103,93,67,71,61,84,"stench, aftermath, keen-eye",generation-iv,False,False,purple,quadruped,60
436,bronzor,5,605,60.0,steel,psychic,57,24,86,24,86,23,"levitate, heatproof, heavy-metal",generation-iv,False,False,green,ball,255
437,bronzong,13,1870,175.0,steel,psychic,67,89,116,79,116,33,"levitate, heatproof, heavy-metal",generation-iv,False,False,green,arms,90
438,bonsly,5,150,58.0,rock,,50,80,95,10,45,10,"sturdy, rock-head, rattled",generation-iv,False,False,brown,legs,255
439,mime-jr,6,130,62.0,psychic,fairy,20,25,45,70,90,60,"soundproof, filter, technician",generation-iv,False,False,pink,humanoid,145
440,happiny,6,244,110.0,normal,,100,5,5,15,65,30,"natural-cure, serene-grace, friend-guard",generation-iv,False,False,pink,humanoid,130
441,chatot,5,19,144.0,normal,flying,76,65,45,92,42,91,"keen-eye, tangled-feet, big-pecks",generation-iv,False,False,black,wings,30
442,spiritomb,10,1080,170.0,ghost,dark,50,92,108,92,108,35,"pressure, infiltrator",generation-iv,False,False,purple,blob,100
443,gible,7,205,60.0,dragon,ground,58,70,45,40,45,42,"sand-veil, rough-skin",generation-iv,False,False,blue,upright,45
444,gabite,14,560,144.0,dragon,ground,68,90,65,50,55,82,"sand-veil, rough-skin",generation-iv,False,False,blue,upright,45
445,garchomp,19,950,270.0,dragon,ground,108,130,95,80,85,102,"sand-veil, rough-skin",generation-iv,False,False,blue,upright,45
446,munchlax,6,1050,78.0,normal,,135,85,40,40,85,5,"pickup, thick-fat, gluttony",generation-iv,False,False,black,humanoid,50
447,riolu,7,202,57.0,fighting,,40,70,40,35,40,60,"steadfast, inner-focus, prankster",generation-iv,False,False,blue,upright,75
448,lucario,12,540,184.0,fighting,steel,70,110,70,115,70,90,"steadfast, inner-focus, justified",generation-iv,False,False,blue,upright,45
449,hippopotas,8,495,66.0,ground,,68,72,78,38,42,32,"sand-stream, sand-force",generation-iv,False,False,brown,quadruped,140
450,hippowdon,20,3000,184.0,ground,,108,112,118,68,72,47,"sand-stream, sand-force",generation-iv,False,False,brown,quadruped,60
451,skorupi,8,120,66.0,poison,bug,40,50,90,30,55,65,"battle-armor, sniper, keen-eye",generation-iv,False,False,purple,armor,120
452,drapion,13,615,175.0,poison,dark,70,90,110,60,75,95,"battle-armor, sniper, keen-eye",generation-iv,False,False,purple,armor,45
453,croagunk,7,230,60.0,poison,fighting,48,61,40,61,40,50,"anticipation, dry-skin, poison-touch",generation-iv,False,False,blue,humanoid,140
454,toxicroak,13,444,172.0,poison,fighting,83,106,65,86,65,85,"anticipation, dry-skin, poison-touch",generation-iv,False,False,blue,humanoid,75
455,carnivine,14,270,159.0,grass,,74,100,72,90,72,46,levitate,generation-iv,False,False,green,tentacles,200
456,finneon,4,70,66.0,water,,49,49,56,49,61,66,"swift-swim, storm-drain, water-veil",generation-iv,False,False,blue,fish,190
457,lumineon,12,240,161.0,water,,69,69,76,69,86,91,"swift-swim, storm-drain, water-veil",generation-iv,False,False,blue,fish,75
458,mantyke,10,650,69.0,water,flying,45,20,50,60,120,50,"swift-swim, water-absorb, water-veil",generation-iv,False,False,blue,wings,25
459,snover,10,505,67.0,grass,ice,60,62,50,62,60,40,"snow-warning, soundproof",generation-iv,False,False,white,upright,120
460,abomasnow,22,1355,173.0,grass,ice,90,92,75,92,85,60,"snow-warning, soundproof",generation-iv,False,False,white,upright,60
461,weavile,11,340,179.0,dark,ice,70,120,65,45,85,125,"pressure, pickpocket",generation-iv,False,False,black,upright,45
462,magnezone,12,1800,241.0,electric,steel,70,70,115,130,90,60,"magnet-pull, sturdy, analytic",generation-iv,False,False,gray,arms,30
463,lickilicky,17,1400,180.0,normal,,110,85,95,80,95,50,"own-tempo, oblivious, cloud-nine",generation-iv,False,False,pink,humanoid,30
464,rhyperior,24,2828,241.0,ground,rock,115,140,130,55,55,40,"lightning-rod, solid-rock, reckless",generation-iv,False,False,gray,upright,30
465,tangrowth,20,1286,187.0,grass,,100,100,125,110,50,50,"chlorophyll, leaf-guard, regenerator",generation-iv,False,False,blue,humanoid,30
466,electivire,18,1386,243.0,electric,,75,123,67,95,85,95,"motor-drive, vital-spirit",generation-iv,False,False,yellow,upright,30
467,magmortar,16,680,243.0,fire,,75,95,67,125,95,83,"flame-body, vital-spirit",generation-iv,False,False,red,upright,30
468,togekiss,15,380,245.0,fairy,flying,85,50,95,120,115,80,"hustle, serene-grace, super-luck",generation-iv,False,False,white,wings,30
469,yanmega,19,515,180.0,bug,flying,86,76,86,116,56,95,"speed-boost, tinted-lens, frisk",generation-iv,False,False,green,bug-wings,30
470,leafeon,10,255,184.0,grass,,65,110,130,60,65,95,"leaf-guard, chlorophyll",generation-iv,False,False,green,quadruped,45
471,glaceon,8,259,184.0,ice,,65,60,110,130,95,65,"snow-cloak, ice-body",generation-iv,False,False,blue,quadruped,45
472,gliscor,20,425,179.0,ground,flying,75,95,125,45,75,95,"hyper-cutter, sand-veil, poison-heal",generation-iv,False,False,purple,wings,30
473,mamoswine,25,2910,239.0,ice,ground,110,130,80,70,60,80,"oblivious, snow-cloak, thick-fat",generation-iv,False,False,brown,quadruped,50
474,porygon-z,9,340,241.0,normal,,85,80,70,135,75,90,"adaptability, download, analytic",generation-iv,False,False,red,arms,30
475,gallade,16,520,233.0,psychic,fighting,68,125,65,65,115,80,"steadfast, sharpness, justified",generation-iv,False,False,white,humanoid,45
476,probopass,14,3400,184.0,rock,steel,60,55,145,75,150,40,"sturdy, magnet-pull, sand-force",generation-iv,False,False,gray,heads,60
477,dusknoir,22,1066,236.0,ghost,,45,100,135,65,135,45,"pressure, frisk",generation-iv,False,False,black,arms,45
478,froslass,13,266,168.0,ice,ghost,70,80,70,80,70,110,"snow-cloak, cursed-body",generation-iv,False,False,white,arms,75
479,rotom,3,3,154.0,electric,ghost,50,50,77,95,77,91,levitate,generation-iv,False,False,red,ball,45
480,uxie,3,3,261.0,psychic,,75,75,130,75,130,95,levitate,generation-iv,True,False,yellow,upright,3
481,mesprit,3,3,261.0,psychic,,80,105,105,105,105,80,levitate,generation-iv,True,False,pink,upright,3
482,azelf,3,3,261.0,psychic,,75,125,70,125,70,115,levitate,generation-iv,True,False,blue,upright,3
483,dialga,54,6830,306.0,steel,dragon,100,120,120,150,100,90,"pressure, telepathy",generation-iv,True,False,white,quadruped,3
484,palkia,42,3360,306.0,water,dragon,90,120,100,150,120,100,"pressure, telepathy",generation-iv,True,False,purple,upright,3
485,heatran,17,4300,270.0,fire,steel,91,90,106,130,106,77,"flash-fire, flame-body",generation-iv,True,False,brown,quadruped,3
486,regigigas,37,4200,302.0,normal,,110,160,110,80,110,100,slow-start,generation-iv,True,False,white,humanoid,3
487,giratina-altered,45,7500,306.0,ghost,dragon,150,100,120,100,120,90,"pressure, telepathy",generation-iv,True,False,black,tentacles,3
488,cresselia,15,856,270.0,psychic,,120,70,110,75,120,85,levitate,generation-iv,True,False,yellow,squiggle,3
489,phione,4,31,216.0,water,,80,80,80,80,80,80,hydration,generation-iv,False,True,blue,arms,30
490,manaphy,3,14,270.0,water,,100,100,100,100,100,100,hydration,generation-iv,False,True,blue,humanoid,3
491,darkrai,15,505,270.0,dark,,70,90,90,135,90,125,bad-dreams,generation-iv,False,True,black,humanoid,3
492,shaymin-land,2,21,270.0,grass,,100,100,100,100,100,100,natural-cure,generation-iv,False,True,green,quadruped,45
493,arceus,32,3200,324.0,normal,,120,120,120,120,120,120,multitype,generation-iv,False,True,white,quadruped,3
494,victini,4,40,270.0,psychic,fire,100,100,100,100,100,100,victory-star,generation-v,False,True,yellow,humanoid,3
495,snivy,6,81,62.0,grass,,45,45,55,45,55,63,"overgrow, contrary",generation-v,False,False,green,upright,45
496,servine,8,160,145.0,grass,,60,60,75,60,75,83,"overgrow, contrary",generation-v,False,False,green,upright,45
497,serperior,33,630,238.0,grass,,75,75,95,75,95,113,"overgrow, contrary",generation-v,False,False,green,squiggle,45
498,tepig,5,99,62.0,fire,,65,63,45,45,45,45,"blaze, thick-fat",generation-v,False,False,red,quadruped,45
499,pignite,10,555,146.0,fire,fighting,90,93,55,70,55,55,"blaze, thick-fat",generation-v,False,False,red,upright,45
500,emboar,16,1500,238.0,fire,fighting,110,123,65,100,65,65,"blaze, reckless",generation-v,False,False,red,upright,45
501,oshawott,5,59,62.0,water,,55,55,45,63,45,45,"torrent, shell-armor",generation-v,False,False,blue,upright,45
502,dewott,8,245,145.0,water,,75,75,60,83,60,60,"torrent, shell-armor",generation-v,False,False,blue,upright,45
503,samurott,15,946,238.0,water,,95,100,85,108,70,70,"torrent, shell-armor",generation-v,False,False,blue,quadruped,45
504,patrat,5,116,51.0,normal,,45,55,39,35,39,42,"run-away, keen-eye, analytic",generation-v,False,False,brown,quadruped,255
505,watchog,11,270,147.0,normal,,60,85,69,60,69,77,"illuminate, keen-eye, analytic",generation-v,False,False,brown,upright,255
506,lillipup,4,41,55.0,normal,,45,60,45,25,45,55,"vital-spirit, pickup, run-away",generation-v,False,False,brown,quadruped,255
507,herdier,9,147,130.0,normal,,65,80,65,35,65,60,"intimidate, sand-rush, scrappy",generation-v,False,False,gray,quadruped,120
508,stoutland,12,610,225.0,normal,,85,110,90,45,90,80,"intimidate, sand-rush, scrappy",generation-v,False,False,gray,quadruped,45
509,purrloin,4,101,56.0,dark,,41,50,37,50,37,66,"limber, unburden, prankster",generation-v,False,False,purple,quadruped,255
510,liepard,11,375,156.0,dark,,64,88,50,88,50,106,"limber, unburden, prankster",generation-v,False,False,purple,quadruped,90
511,pansage,6,105,63.0,grass,,50,53,48,53,48,64,"gluttony, overgrow",generation-v,False,False,green,upright,190
512,simisage,11,305,174.0,grass,,75,98,63,98,63,101,"gluttony, overgrow",generation-v,False,False,green,upright,75
513,pansear,6,110,63.0,fire,,50,53,48,53,48,64,"gluttony, blaze",generation-v,False,False,red,upright,190
514,simisear,10,280,174.0,fire,,75,98,63,98,63,101,"gluttony, blaze",generation-v,False,False,red,upright,75
515,panpour,6,135,63.0,water,,50,53,48,53,48,64,"gluttony, torrent",generation-v,False,False,blue,upright,190
516,simipour,10,290,174.0,water,,75,98,63,98,63,101,"gluttony, torrent",generation-v,False,False,blue,upright,75
517,munna,6,233,58.0,psychic,,76,25,45,67,55,24,"forewarn, synchronize, telepathy",generation-v,False,False,pink,quadruped,190
518,musharna,11,605,170.0,psychic,,116,55,85,107,95,29,"forewarn, synchronize, telepathy",generation-v,False,False,pink,humanoid,75
519,pidove,3,21,53.0,normal,flying,50,55,50,36,30,43,"big-pecks, super-luck, rivalry",generation-v,False,False,gray,wings,255
520,tranquill,6,150,125.0,normal,flying,62,77,62,50,42,65,"big-pecks, super-luck, rivalry",generation-v,False,False,gray,wings,120
521,unfezant,12,290,220.0,normal,flying,80,115,80,65,55,93,"big-pecks, super-luck, rivalry",generation-v,False,False,gray,wings,45
522,blitzle,8,298,59.0,electric,,45,60,32,50,32,76,"lightning-rod, motor-drive, sap-sipper",generation-v,False,False,black,quadruped,190
523,zebstrika,16,795,174.0,electric,,75,100,63,80,63,116,"lightning-rod, motor-drive, sap-sipper",generation-v,False,False,black,quadruped,75
524,roggenrola,4,180,56.0,rock,,55,75,85,25,25,15,"sturdy, weak-armor, sand-force",generation-v,False,False,blue,legs,255
525,boldore,9,1020,137.0,rock,,70,105,105,50,40,20,"sturdy, weak-armor, sand-force",generation-v,False,False,blue,tentacles,120
526,gigalith,17,2600,232.0,rock,,85,135,130,60,80,25,"sturdy, sand-stream, sand-force",generation-v,False,False,blue,tentacles,45
527,woobat,4,21,65.0,psychic,flying,65,45,43,55,43,72,"unaware, klutz, simple",generation-v,False,False,blue,wings,190
528,swoobat,9,105,149.0,psychic,flying,67,57,55,77,55,114,"unaware, klutz, simple",generation-v,False,False,blue,wings,45
529,drilbur,3,85,66.0,ground,,60,85,40,30,45,68,"sand-rush, sand-force, mold-breaker",generation-v,False,False,gray,upright,120
530,excadrill,7,404,178.0,ground,steel,110,135,60,50,65,88,"sand-rush, sand-force, mold-breaker",generation-v,False,False,gray,humanoid,60
531,audino,11,310,390.0,normal,,103,60,86,60,86,50,"healer, regenerator, klutz",generation-v,False,False,pink,upright,255
532,timburr,6,125,61.0,fighting,,75,80,55,25,35,35,"guts, sheer-force, iron-fist",generation-v,False,False,gray,humanoid,180
533,gurdurr,12,400,142.0,fighting,,85,105,85,40,50,40,"guts, sheer-force, iron-fist",generation-v,False,False,gray,humanoid,90
534,conkeldurr,14,870,227.0,fighting,,105,140,95,55,65,45,"guts, sheer-force, iron-fist",generation-v,False,False,brown,humanoid,45
535,tympole,5,45,59.0,water,,50,50,40,50,40,64,"swift-swim, hydration, water-absorb",generation-v,False,False,blue,fish,255
536,palpitoad,8,170,134.0,water,ground,75,65,55,65,55,69,"swift-swim, hydration, water-absorb",generation-v,False,False,blue,upright,120
537,seismitoad,15,620,229.0,water,ground,105,95,75,85,75,74,"swift-swim, poison-touch, water-absorb",generation-v,False,False,blue,humanoid,45
538,throh,13,555,163.0,fighting,,120,100,85,30,85,45,"guts, inner-focus, mold-breaker",generation-v,False,False,red,humanoid,45
539,sawk,14,510,163.0,fighting,,75,125,75,30,75,85,"sturdy, inner-focus, mold-breaker",generation-v,False,False,blue,humanoid,45
540,sewaddle,3,25,62.0,bug,grass,45,53,70,40,60,42,"swarm, chlorophyll, overcoat",generation-v,False,False,yellow,armor,255
541,swadloon,5,73,133.0,bug,grass,55,63,90,50,80,42,"leaf-guard, chlorophyll, overcoat",generation-v,False,False,green,arms,120
542,leavanny,12,205,225.0,bug,grass,75,103,80,70,80,92,"swarm, chlorophyll, overcoat",generation-v,False,False,yellow,humanoid,45
543,venipede,4,53,52.0,bug,poison,30,45,59,30,39,57,"poison-point, swarm, speed-boost",generation-v,False,False,red,armor,255
544,whirlipede,12,585,126.0,bug,poison,40,55,99,40,79,47,"poison-point, swarm, speed-boost",generation-v,False,False,gray,ball,120
545,scolipede,25,2005,218.0,bug,poison,60,100,89,55,69,112,"poison-point, swarm, speed-boost",generation-v,False,False,red,armor,45
546,cottonee,3,6,56.0,grass,fairy,40,27,60,37,50,66,"prankster, infiltrator, chlorophyll",generation-v,False,False,green,ball,190
547,whimsicott,7,66,168.0,grass,fairy,60,67,85,77,75,116,"prankster, infiltrator, chlorophyll",generation-v,False,False,green,humanoid,75
548,petilil,5,66,56.0,grass,,45,35,50,70,50,30,"chlorophyll, own-tempo, leaf-guard",generation-v,False,False,green,blob,190
549,lilligant,11,163,168.0,grass,,70,60,75,110,75,90,"chlorophyll, own-tempo, leaf-guard",generation-v,False,False,green,blob,75
550,basculin-red-striped,10,180,161.0,water,,70,92,65,80,55,98,"reckless, adaptability, mold-breaker",generation-v,False,False,green,fish,25
551,sandile,7,152,58.0,ground,dark,50,72,35,35,35,65,"intimidate, moxie, anger-point",generation-v,False,False,brown,quadruped,180
552,krokorok,10,334,123.0,ground,dark,60,82,45,45,45,74,"intimidate, moxie, anger-point",generation-v,False,False,brown,quadruped,90
553,krookodile,15,963,234.0,ground,dark,95,117,80,65,70,92,"intimidate, moxie, anger-point",generation-v,False,False,red,upright,45
554,darumaka,6,375,63.0,fire,,70,90,45,15,45,50,"hustle, inner-focus",generation-v,False,False,red,humanoid,120
555,darmanitan-standard,13,929,168.0,fire,,105,140,55,30,55,95,"sheer-force, zen-mode",generation-v,False,False,red,quadruped,60
556,maractus,10,280,161.0,grass,,75,86,67,106,67,60,"water-absorb, chlorophyll, storm-drain",generation-v,False,False,green,blob,255
557,dwebble,3,145,65.0,bug,rock,50,65,85,35,35,55,"sturdy, shell-armor, weak-armor",generation-v,False,False,red,armor,190
558,crustle,14,2000,170.0,bug,rock,70,105,125,65,75,45,"sturdy, shell-armor, weak-armor",generation-v,False,False,red,armor,75
559,scraggy,6,118,70.0,dark,fighting,50,75,70,35,70,48,"shed-skin, moxie, intimidate",generation-v,False,False,yellow,upright,180
560,scrafty,11,300,171.0,dark,fighting,65,90,115,45,115,58,"shed-skin, moxie, intimidate",generation-v,False,False,red,upright,90
561,sigilyph,14,140,172.0,psychic,flying,72,58,80,103,80,97,"wonder-skin, magic-guard, tinted-lens",generation-v,False,False,black,wings,45
562,yamask,5,15,61.0,ghost,,38,30,85,55,65,30,mummy,generation-v,False,False,black,arms,190
563,cofagrigus,17,765,169.0,ghost,,58,50,145,95,105,30,mummy,generation-v,False,False,yellow,blob,90
564,tirtouga,7,165,71.0,water,rock,54,78,103,53,45,22,"solid-rock, sturdy, swift-swim",generation-v,False,False,blue,quadruped,45
565,carracosta,12,810,173.0,water,rock,74,108,133,83,65,32,"solid-rock, sturdy, swift-swim",generation-v,False,False,blue,upright,45
566,archen,5,95,71.0,rock,flying,55,112,45,74,45,70,defeatist,generation-v,False,False,yellow,wings,45
567,archeops,14,320,177.0,rock,flying,75,140,65,112,65,110,defeatist,generation-v,False,False,yellow,wings,45
568,trubbish,6,310,66.0,poison,,50,50,62,40,62,65,"stench, sticky-hold, aftermath",generation-v,False,False,green,humanoid,190
569,garbodor,19,1073,166.0,poison,,80,95,82,60,82,75,"stench, weak-armor, aftermath",generation-v,False,False,green,humanoid,60
570,zorua,7,125,66.0,dark,,40,65,40,80,40,65,illusion,generation-v,False,False,gray,quadruped,75
571,zoroark,16,811,179.0,dark,,60,105,60,120,60,105,illusion,generation-v,False,False,gray,upright,45
572,minccino,4,58,60.0,normal,,55,50,40,40,40,75,"cute-charm, technician, skill-link",generation-v,False,False,gray,quadruped,255
573,cinccino,5,75,165.0,normal,,75,95,60,65,60,115,"cute-charm, technician, skill-link",generation-v,False,False,gray,quadruped,60
574,gothita,4,58,58.0,psychic,,45,30,50,55,65,45,"frisk, competitive, shadow-tag",generation-v,False,False,purple,humanoid,200
575,gothorita,7,180,137.0,psychic,,60,45,70,75,85,55,"frisk, competitive, shadow-tag",generation-v,False,False,purple,humanoid,100
576,gothitelle,15,440,221.0,psychic,,70,55,95,95,110,65,"frisk, competitive, shadow-tag",generation-v,False,False,purple,humanoid,50
577,solosis,3,10,58.0,psychic,,45,30,40,105,50,20,"overcoat, magic-guard, regenerator",generation-v,False,False,green,ball,200
578,duosion,6,80,130.0,psychic,,65,40,50,125,60,30,"overcoat, magic-guard, regenerator",generation-v,False,False,green,ball,100
579,reuniclus,10,201,221.0,psychic,,110,65,75,125,85,30,"overcoat, magic-guard, regenerator",generation-v,False,False,green,arms,50
580,ducklett,5,55,61.0,water,flying,62,44,50,44,50,55,"keen-eye, big-pecks, hydration",generation-v,False,False,blue,wings,190
581,swanna,13,242,166.0,water,flying,75,87,63,87,63,98,"keen-eye, big-pecks, hydration",generation-v,False,False,white,wings,45
582,vanillite,4,57,61.0,ice,,36,50,50,65,60,44,"ice-body, snow-cloak, weak-armor",generation-v,False,False,white,blob,255
583,vanillish,11,410,138.0,ice,,51,65,65,80,75,59,"ice-body, snow-cloak, weak-armor",generation-v,False,False,white,blob,120
584,vanilluxe,13,575,241.0,ice,,71,95,85,110,95,79,"ice-body, snow-warning, weak-armor",generation-v,False,False,white,heads,45
585,deerling,6,195,67.0,normal,grass,60,60,50,40,50,75,"chlorophyll, sap-sipper, serene-grace",generation-v,False,False,pink,quadruped,190
586,sawsbuck,19,925,166.0,normal,grass,80,100,70,60,70,95,"chlorophyll, sap-sipper, serene-grace",generation-v,False,False,brown,quadruped,75
587,emolga,4,50,150.0,electric,flying,55,75,60,75,60,103,"static, motor-drive",generation-v,False,False,white,quadruped,200
588,karrablast,5,59,63.0,bug,,50,75,45,40,45,60,"swarm, shed-skin, no-guard",generation-v,False,False,blue,humanoid,200
589,escavalier,10,330,173.0,bug,steel,70,135,105,60,105,20,"swarm, shell-armor, overcoat",generation-v,False,False,gray,arms,75
590,foongus,2,10,59.0,grass,poison,69,55,45,55,55,15,"effect-spore, regenerator",generation-v,False,False,white,arms,190
591,amoonguss,6,105,162.0,grass,poison,114,85,70,85,80,30,"effect-spore, regenerator",generation-v,False,False,white,arms,75
592,frillish-male,12,330,67.0,water,ghost,55,40,50,65,85,40,"water-absorb, cursed-body, damp",generation-v,False,False,white,tentacles,190
593,jellicent-male,22,1350,168.0,water,ghost,100,60,70,85,105,60,"water-absorb, cursed-body, damp",generation-v,False,False,white,tentacles,60
594,alomomola,12,316,165.0,water,,165,75,80,40,45,65,"healer, hydration, regenerator",generation-v,False,False,pink,fish,75
595,joltik,1,6,64.0,bug,electric,50,47,50,57,50,65,"compound-eyes, unnerve, swarm",generation-v,False,False,yellow,armor,190
596,galvantula,8,143,165.0,bug,electric,70,77,60,97,60,108,"compound-eyes, unnerve, swarm",generation-v,False,False,yellow,armor,75
597,ferroseed,6,188,61.0,grass,steel,44,50,91,24,86,10,iron-barbs,generation-v,False,False,gray,ball,255
598,ferrothorn,10,1100,171.0,grass,steel,74,94,131,54,116,20,"iron-barbs, anticipation",generation-v,False,False,gray,tentacles,90
599,klink,3,210,60.0,steel,,40,55,70,45,60,30,"plus, minus, clear-body",generation-v,False,False,gray,heads,130
600,klang,6,510,154.0,steel,,60,80,95,70,85,50,"plus, minus, clear-body",generation-v,False,False,gray,heads,60
601,klinklang,6,810,234.0,steel,,60,100,115,70,85,90,"plus, minus, clear-body",generation-v,False,False,gray,heads,30
602,tynamo,2,3,55.0,electric,,35,55,40,45,40,60,levitate,generation-v,False,False,white,fish,190
603,eelektrik,12,220,142.0,electric,,65,85,70,75,70,40,levitate,generation-v,False,False,blue,fish,60
604,eelektross,21,805,232.0,electric,,85,115,80,105,80,50,levitate,generation-v,False,False,blue,fish,30
605,elgyem,5,90,67.0,psychic,,55,55,55,85,55,30,"telepathy, synchronize, analytic",generation-v,False,False,blue,upright,255
606,beheeyem,10,345,170.0,psychic,,75,75,75,125,95,40,"telepathy, synchronize, analytic",generation-v,False,False,brown,humanoid,90
607,litwick,3,31,55.0,ghost,fire,50,30,55,65,55,20,"flash-fire, flame-body, infiltrator",generation-v,False,False,white,blob,190
608,lampent,6,130,130.0,ghost,fire,60,40,60,95,60,55,"flash-fire, flame-body, infiltrator",generation-v,False,False,black,arms,90
609,chandelure,10,343,234.0,ghost,fire,60,55,90,145,90,80,"flash-fire, flame-body, infiltrator",generation-v,False,False,black,arms,45
610,axew,6,180,64.0,dragon,,46,87,60,30,40,57,"rivalry, mold-breaker, unnerve",generation-v,False,False,green,upright,75
611,fraxure,10,360,144.0,dragon,,66,117,70,40,50,67,"rivalry, mold-breaker, unnerve",generation-v,False,False,green,upright,60
612,haxorus,18,1055,243.0,dragon,,76,147,90,60,70,97,"rivalry, mold-breaker, unnerve",generation-v,False,False,yellow,upright,45
613,cubchoo,5,85,61.0,ice,,55,70,40,60,40,40,"snow-cloak, slush-rush, rattled",generation-v,False,False,white,upright,120
614,beartic,26,2600,177.0,ice,,95,130,80,70,80,50,"snow-cloak, slush-rush, swift-swim",generation-v,False,False,white,quadruped,60
615,cryogonal,11,1480,180.0,ice,,80,50,50,95,135,105,levitate,generation-v,False,False,blue,ball,25
616,shelmet,4,77,61.0,bug,,50,40,85,40,65,25,"hydration, shell-armor, overcoat",generation-v,False,False,red,ball,200
617,accelgor,8,253,173.0,bug,,80,70,40,100,60,145,"hydration, sticky-hold, unburden",generation-v,False,False,red,arms,75
618,stunfisk,7,110,165.0,ground,electric,109,66,84,81,99,32,"static, limber, sand-veil",generation-v,False,False,brown,fish,75
619,mienfoo,9,200,70.0,fighting,,45,85,50,55,50,65,"inner-focus, regenerator, reckless",generation-v,False,False,yellow,upright,180
620,mienshao,14,355,179.0,fighting,,65,125,60,95,60,105,"inner-focus, regenerator, reckless",generation-v,False,False,purple,upright,45
621,druddigon,16,1390,170.0,dragon,,77,120,90,60,90,48,"rough-skin, sheer-force, mold-breaker",generation-v,False,False,red,upright,45
622,golett,10,920,61.0,ground,ghost,59,74,50,35,50,35,"iron-fist, klutz, no-guard",generation-v,False,False,green,humanoid,190
623,golurk,28,3300,169.0,ground,ghost,89,124,80,55,80,55,"iron-fist, klutz, no-guard",generation-v,False,False,green,humanoid,90
624,pawniard,5,102,68.0,dark,steel,45,85,70,40,40,60,"defiant, inner-focus, pressure",generation-v,False,False,red,humanoid,120
625,bisharp,16,700,172.0,dark,steel,65,125,100,60,70,70,"defiant, inner-focus, pressure",generation-v,False,False,red,humanoid,45
626,bouffalant,16,946,172.0,normal,,95,110,95,40,95,55,"reckless, sap-sipper, soundproof",generation-v,False,False,brown,quadruped,45
627,rufflet,5,105,70.0,normal,flying,70,83,50,37,50,60,"keen-eye, sheer-force, hustle",generation-v,False,False,white,wings,190
628,braviary,15,410,179.0,normal,flying,100,123,75,57,75,80,"keen-eye, sheer-force, defiant",generation-v,False,False,red,wings,60
629,vullaby,5,90,74.0,dark,flying,70,55,75,45,65,60,"big-pecks, overcoat, weak-armor",generation-v,False,False,brown,wings,190
630,mandibuzz,12,395,179.0,dark,flying,110,65,105,55,95,80,"big-pecks, overcoat, weak-armor",generation-v,False,False,brown,wings,60
631,heatmor,14,580,169.0,fire,,85,97,66,105,66,65,"gluttony, flash-fire, white-smoke",generation-v,False,False,red,upright,90
632,durant,3,330,169.0,bug,steel,58,109,112,48,48,109,"swarm, hustle, truant",generation-v,False,False,gray,armor,90
633,deino,8,173,60.0,dark,dragon,52,65,50,45,50,38,hustle,generation-v,False,False,blue,quadruped,45
634,zweilous,14,500,147.0,dark,dragon,72,85,70,65,70,58,hustle,generation-v,False,False,blue,quadruped,45
635,hydreigon,18,1600,270.0,dark,dragon,92,105,90,125,90,98,levitate,generation-v,False,False,blue,upright,45
636,larvesta,11,288,72.0,bug,fire,55,85,55,50,55,60,"flame-body, swarm",generation-v,False,False,white,armor,45
637,volcarona,16,460,248.0,bug,fire,85,60,65,135,105,100,"flame-body, swarm",generation-v,False,False,white,bug-wings,15
638,cobalion,21,2500,261.0,steel,fighting,91,90,129,90,72,108,justified,generation-v,True,False,blue,quadruped,3
639,terrakion,19,2600,261.0,rock,fighting,91,129,90,72,90,108,justified,generation-v,True,False,gray,quadruped,3
640,virizion,20,2000,261.0,grass,fighting,91,90,72,90,129,108,justified,generation-v,True,False,green,quadruped,3
641,tornadus-incarnate,15,630,261.0,flying,,79,115,70,125,80,111,"prankster, defiant",generation-v,True,False,green,arms,3
642,thundurus-incarnate,15,610,261.0,electric,flying,79,115,70,125,80,111,"prankster, defiant",generation-v,True,False,blue,arms,3
643,reshiram,32,3300,306.0,dragon,fire,100,120,100,150,120,90,turboblaze,generation-v,True,False,white,wings,3
644,zekrom,29,3450,306.0,dragon,electric,100,150,120,120,100,90,teravolt,generation-v,True,False,black,upright,3
645,landorus-incarnate,15,680,270.0,ground,flying,89,125,90,115,80,101,"sand-force, sheer-force",generation-v,True,False,brown,arms,3
646,kyurem,30,3250,297.0,dragon,ice,125,130,90,130,90,95,pressure,generation-v,True,False,gray,upright,3
647,keldeo-ordinary,14,485,261.0,water,fighting,91,72,90,129,90,108,justified,generation-v,False,True,yellow,quadruped,3
648,meloetta-aria,6,65,270.0,normal,psychic,100,77,77,128,128,90,serene-grace,generation-v,False,True,white,humanoid,3
649,genesect,15,825,270.0,bug,steel,71,120,95,120,95,99,download,generation-v,False,True,purple,humanoid,3
650,chespin,4,90,63.0,grass,,56,61,65,48,45,38,"overgrow, bulletproof",generation-vi,False,False,green,upright,45
651,quilladin,7,290,142.0,grass,,61,78,95,56,58,57,"overgrow, bulletproof",generation-vi,False,False,green,upright,45
